Frequency,dB,Rad,Mag,Fit
5.520219,5.546503067,0.001659046,1.0073968199551782,1.0017190151404667
5.5202215,5.541411877,0.001818329,1.0068065124566001,1.001647342263022
5.520224,5.546287537,0.001696696,1.007371822913789,1.0015753500183324
5.5202265,5.518279076,-0.000985432,1.0041286902466577,1.0015030359763861
5.520229,5.536445618,0.003238498,1.0062310235933418,1.0014303976825312
5.5202315,5.525395393,0.009235297,1.004951706240177,1.0013574326571393
5.520234,5.501617432,0.00292689,1.0022043740047755,1.001284138395392
5.5202365,5.515318871,0.000775313,1.0037865352757618,1.0012105123668016
5.520239,5.550048351,-0.001205602,1.0078080889166008,1.0011365520149906
5.5202415,5.531232357,-0.000182468,1.005627266092307,1.0010622547573336
5.520244,5.442754745,0.005534656,0.9954355794308212,1.0009876179846193
5.5202465,5.501722813,0.00530008,1.0022165332589468,1.000912639060709
5.520249,5.500538349,0.005160067,1.00207987385877,1.0008373153221903
5.5202515,5.568908691,-0.000508707,1.0099987976734797,1.0007616440780243
5.520254,5.561085224,0.010833804,1.009089491304806,1.0006856226091587
5.5202565,5.490409374,-0.001320715,1.000911988181996,1.0006092481682751
5.520259,5.492435455,0.003789005,1.0011454893411604,1.0005325179792555
5.5202615,5.554624081,-0.000308764,1.008339142472549,1.0004554292369157
5.520264,5.547242165,0.000135767,1.007482544812959,1.0003779791065985
5.5202665,5.522548676,0.004523552,1.0046223969264845,1.0003001647237846
5.520269,5.55609417,-0.005300813,1.0085098185684214,1.0002219831937018
5.5202715,5.499795914,0.004911556,1.0019942237518866,1.0001434315909237
5.520274,5.585158348,0.0042594,1.01189008299885,1.0000645069589664
5.5202765,5.525749683,-0.004010734,1.0049926981956714,0.9999852063098753
5.520279,5.568374157,0.002155201,1.0099366437539676,0.9999055266237772
5.5202815,5.515230656,0.007580872,1.0037763407437976,0.9998254648485695
5.520284,5.477843285,0.001698219,0.9994649912812406,0.9997450178993196
5.5202865,5.534941673,-0.0003738,1.0060568117194275,0.9996641826579361
5.520289,5.529139996,-0.001914135,1.005385047742145,0.9995829559726973
5.5202915,5.485532284,0.002861053,1.0003501381209288,0.9995013346577966
5.520294,5.41698122,-0.006918653,0.9924862146219924,0.9994193154928809
5.5202965,5.403870583,0.004254759,0.9909892682411076,0.9993368952225864
5.520299,5.550326824,0.00309204,1.007840400153851,0.9992540705560582
5.5203015,5.464748383,-0.001508998,0.9979593268165924,0.9991708381664406
5.520304,5.417736053,0.001443292,0.9925724687572993,0.9990871946905031
5.5203065,5.505896568,-0.0041806,1.0026982353774312,0.9990031367279639
5.520309,5.483806133,-0.001803219,1.000151357812277,0.9989186608411004
5.5203115,5.506597042,-0.004120068,1.0027791012869522,0.9988337635542043
5.520314,5.508996964,-0.003768629,1.0030562086679287,0.998748441353056
5.5203165,5.479566097,-0.003800948,0.999663250887186,0.998662690684393
5.520319,5.479038239,0.000767417,0.9996025012999205,0.9985765079553672
5.5203215,5.563403606,0.00295182,1.0093588669536415,0.9984898895329942
5.520324,5.533430099,0.000529724,1.0058817465198175,0.9984028317435929
5.5203265,5.50305748,0.006202305,1.0023705448989781,0.9983153308721848
5.520329,5.533462524,0.000822517,1.005885501549857,0.9982273831620401
5.5203315,5.478474617,-0.012801437,0.9995376398170343,0.9981389848139016
5.520334,5.438746452,0.001987374,0.9949763199724148,0.9980501319855104
5.5203365,5.465711594,-0.004930955,0.9980700004195542,0.9979608207909655
5.520339,5.452577591,0.002438822,0.996561951265276,0.9978710473001068
5.5203415,5.489619732,-0.009238306,1.0008209985134728,0.9977808075378813
5.520344,5.416454315,-0.00137098,0.9924260100707598,0.9976900974837064
5.5203465,5.504376411,-0.001960209,1.0025227639601137,0.9975989130708163
5.520349,5.50602293,-0.003658796,1.002712822700243,0.9975072501855675
5.5203515,5.533406258,-0.006190646,1.005878985582849,0.9974151046668946
5.520354,5.491200447,-0.004618471,1.0010031510380661,0.9973224723054306
5.5203565,5.461249352,-0.002514536,0.9975573890159617,0.9972293488429369
5.520359,5.453969002,-0.005663663,0.996721605415658,0.9971357299715633
5.5203615,5.446309566,-0.003923757,0.9958430586480143,0.9970416113331256
5.520364,5.509572983,-0.008318947,1.0031227301892647,0.9969469885183703
5.5203665,5.406446457,-0.002332192,0.9912831980676553,0.9968518570662274
5.520369,5.528889179,-0.00583585,1.0053560162863913,0.9967562124630498
5.5203715,5.444578171,-0.001864794,0.9956445728359689,0.9966600501418056
5.520374,5.526741028,-0.00343462,1.005107407383218,0.996563365481426
5.5203765,5.504791737,-0.016307769,1.0025707019079433,0.9964661538058
5.520379,5.488794804,-0.009643913,1.0007259517082454,0.9963684103830939
5.5203815,5.480876923,-0.007620762,0.9998141258715634,0.9962701304248879
5.520384,5.438277245,-0.004999094,0.994922573348366,0.9961713090853302
5.5203865,5.435490131,-0.002701018,0.994603375441835,0.9960719414602766
5.520389,5.523691654,-0.006726167,1.004754604092259,0.9959720225864154
5.5203915,5.451795578,-0.025025207,0.9964722322667129,0.9958715474403737
5.520394,5.456234455,-0.013829721,0.9969816041653461,0.9957705109378133
5.5203965,5.440983295,-0.014660676,0.9952325853072975,0.9956689079324673
5.520399,5.492371082,0.004770778,1.001138069663677,0.9955667332153447
5.5204015,5.498120785,-0.007640959,1.001801001432629,0.995463981513555
5.520404,5.420386791,-0.003708743,0.9928754257576452,0.9953606474894787
5.5204065,5.370681286,-0.003178212,0.9872098650129044,0.9952567257397357
5.520409,5.48803091,-0.007871673,1.0006379451864398,0.9951522107941742
5.5204115,5.486896038,-0.005726842,1.0005072134076682,0.9950470971148401
5.520414,5.428370953,-0.006295697,0.9937885069860896,0.9949413790949276
5.5204165,5.451250553,-0.007479393,0.9964097072678931,0.9948350510577111
5.520419,5.50235796,-0.016221778,1.0022898220209806,0.9947281072554154
5.5204215,5.379673481,-0.013470671,0.9882324177606135,0.9946205418682614
5.520424,5.414841652,-0.00974948,0.9922417687081416,0.9945123490031066
5.5204265,5.449759007,-0.013838805,0.9962386179059877,0.9944035226924459
5.520429,5.461232185,-0.007459275,0.9975554174216302,0.9942940568932008
5.5204315,5.424726486,-0.009383805,0.993371615931332,0.994183945485524
5.520434,5.439028263,-0.009835849,0.9950086021947442,0.9940731822715811
5.5204365,5.364775181,-0.009611918,0.9865388245644957,0.9939617609743113
5.520439,5.436415672,-0.012928477,0.9947093628867673,0.99384967523616
5.5204415,5.413496494,-0.015347529,0.9920881150627648,0.9937369186177926
5.520444,5.413016796,-0.002794704,0.9920333262543309,0.993623484596738
5.5204465,5.451624393,-0.014332382,0.9964525935854427,0.9935093665662126
5.520449,5.446267605,-0.014503356,0.9958382478029091,0.9933945578335137
5.5204515,5.463397026,-0.013668571,0.9978040756591853,0.9932790516187879
5.520454,5.454524994,-0.009336037,0.9967854085491029,0.9931628410535741
5.5204565,5.454307556,-0.017118819,0.9967604558589522,0.9930459191793556
5.520459,5.396257877,-0.0192964,0.9901211009918365,0.9929282789460883
5.5204615,5.418356419,-0.009263597,0.9926433630729956,0.9928099132106946
5.520464,5.466923714,-0.018916046,0.9982092912781739,0.9926908147355328
5.5204665,5.463195324,-0.008544,0.9977809051206137,0.9925709761867897
5.520469,5.536517143,-0.007547537,1.0062393095575075,0.9924503901330587
5.5204715,5.416726589,-0.018168747,0.9924571198414216,0.9923290490434566
5.520474,5.42787981,-0.010618402,0.9937323148756998,0.9922069452861367
5.5204765,5.341597557,-0.019773865,0.9839098312857341,0.9920840711265543
5.520479,5.407875538,-0.0149344,0.9914463063487052,0.9919604187257408
5.5204815,5.476294518,-0.011949367,0.9992867941749397,0.9918359801385458
5.520484,5.447971821,-0.008017133,0.9960336555330425,0.9917107473118384
5.5204865,5.380444527,-0.018401051,0.9883201469979945,0.991584712082677
5.520489,5.377413273,-0.012363105,0.9879752972670266,0.9914578661763934
5.5204915,5.405989647,-0.010303483,0.9912310656794746,0.9913302012048676
5.520494,5.415052414,-0.017954836,0.9922658456197315,0.9912017086643085
5.5204965,5.399716854,-0.013417745,0.9905154748876757,0.9910723799334485
5.520499,5.406977177,-0.015688955,0.9913437687073551,0.9909422062714714
5.5205015,5.397781849,-0.018125601,0.9902948367031695,0.9908111788159418
5.520504,5.330283165,-0.012071289,0.982629007496453,0.9906792885806931
5.5205065,5.424046516,-0.018547223,0.9932938534352145,0.990546526453671
5.520509,5.419448376,-0.013015123,0.9927681622645842,0.9904128831947324
5.5205115,5.383804798,-0.022138303,0.9887025679294869,0.9902783494333967
5.520514,5.405513763,-0.016332539,0.9911767594308046,0.9901429156665038
5.5205165,5.329225063,-0.022956682,0.9825093124006924,0.9900065722560624
5.520519,5.320345879,-0.025506215,0.9815054516750228,0.9898693094265689
5.5205215,5.365116119,-0.018775448,0.9865775488850935,0.9897311172627552
5.520524,5.453203201,-0.013898404,0.996633732234352,0.9895919857070459
5.5205265,5.391144276,-0.010170559,0.9895383634285956,0.9894519045570064
5.520529,5.394289017,-0.013826451,0.9898966923256951,0.9893108634627418
5.5205315,5.282502174,-0.02032758,0.9772384156594115,0.989168851924234
5.520534,5.356301785,-0.024900562,0.9855768899338567,0.9890258592886255
5.5205365,5.437167645,-0.013168394,0.9947954826734923,0.9888818747473909
5.520539,5.364749432,-0.024892864,0.9865359000108115,0.9887368873337037
5.5205415,5.417402744,-0.013273087,0.9925343808925878,0.9885908859192312
5.520544,5.347653389,-0.022692494,0.984596055780687,0.9884438592113753
5.5205465,5.399234772,-0.019108293,0.9904605010795803,0.9882957957501942
5.520549,5.447874069,-0.024345703,0.9960224461189143,0.9881466839053062
5.5205515,5.445863247,-0.024721958,0.9957918891907032,0.9879965118727271
5.520554,5.377345085,-0.025816925,0.987967541262985,0.9878452676716355
5.5205565,5.370401382,-0.019412663,0.9871780525504706,0.9876929391410683
5.520559,5.299547195,-0.02274366,0.979158012205387,0.9875395139364834
5.5205615,5.330759525,-0.021203473,0.9826828992691259,0.9873849795265235
5.520564,5.327357769,-0.026116674,0.9822981150876218,0.9872293231891542
5.5205665,5.334263802,-0.018589124,0.9830794375592734,0.9870725320082677
5.520569,5.221220016,-0.02060437,0.9703679033665117,0.9869145928699319
5.5205715,5.424434662,-0.023452196,0.9933382417093698,0.9867554924586093
5.520574,5.370015621,-0.024496567,0.987134210600794,0.986595217253289
5.5205765,5.3749547,-0.029718475,0.9876956868006102,0.986433753523532
5.520579,5.297196388,-0.02060324,0.9788930422202267,0.9862710873254226
5.5205815,5.293221951,-0.02520646,0.9784452287069358,0.9861072044974264
5.520584,5.346402168,-0.027564887,0.984454232825897,0.985942090656095
5.5205865,5.309780121,-0.024829383,0.9803122469860414,0.9857757311919632
5.520589,5.306246758,-0.031535778,0.9799135434868721,0.9856081112647603
5.5205915,5.313318729,-0.024171258,0.9807117049136436,0.9854392157991013
5.520594,5.321592331,-0.023934836,0.9816463108465333,0.9852690294797781
5.5205965,5.342547894,-0.024807437,0.984017488314616,0.9850975367470004
5.520599,5.387542248,-0.023117522,0.9891280881340642,0.9849247217915231
5.5206015,5.311900616,-0.020456131,0.9805516008195324,0.9847505685496561
